11.0,11.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,
51.0,51.0,51.0,51.28,44.31,58.46,51.19,33.97,48.58,55.62,49.48,46.85,44.87,53.67,40.25,51.3,50.87,39.31,48.09,52.35,52.35,46.57,54.81,50.33,52.35,54.81,50.33,43.03,46.57,45.97,41.76,50.83,45.97,36.44,45.74,53.57,54.04,50.83,48.72,
